STATION,STATION_NAME,DATE,TMAX,TMIN,TOBS
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410119,6,-100,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410120,-56,-167,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410121,-28,-228,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410122,-183,-78,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410123,61,-72,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410124,-61,-167,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410125,-28,-156,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410126,-6,-200,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410127,-89,-194,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410128,-61,-194,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410129,6,-206,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410130,-50,-217,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410131,6,-183,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410201,17,-150,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410202,-50,-133,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410203,6,-67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410204,33,-100,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410205,44,-161,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410206,11,-189,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410207,44,-39,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410208,50,-28,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410209,17,-128,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410210,-33,-167,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410211,28,-122,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410212,0,-67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410213,17,-72,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410214,11,0,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410215,28,-61,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410216,-22,-111,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410217,-22,-117,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410218,-22,-122,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410219,-22,-122,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410220,17,-128,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410221,44,-56,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410222,56,-56,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410223,39,-67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410224,33,-72,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410225,17,-100,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410226,-11,-83,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410227,17,-111,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410228,0,-106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410301,44,-11,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410302,44,-39,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410303,39,0,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410304,11,-128,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410305,22,-150,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410306,11,-106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410307,0,-133,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410308,-17,-61,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410309,-22,-39,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410310,17,-122,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410311,-11,-150,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410312,-28,-161,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410313,44,-178,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410314,89,-122,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410315,72,-122,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410316,28,-6,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410317,39,-106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410318,-106,-156,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410319,-56,-144,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410320,-11,-89,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410321,33,-122,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410322,39,-100,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410323,100,-50,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410324,56,-39,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410325,28,0,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410326,78,-11,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410327,83,-22,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410328,72,-50,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410329,61,6,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410330,33,-56,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410331,67,-56,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410401,89,-50,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410402,78,-22,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410403,133,17,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410404,128,-17,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410405,111,-44,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410406,83,0,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410407,117,-28,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410408,144,-22,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410409,156,-33,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410410,156,0,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410411,106,-22,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410412,139,-39,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410413,128,11,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410414,250,61,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410415,239,94,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410416,217,22,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410417,133,0,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410418,211,67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410419,133,72,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410420,222,72,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410421,222,72,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410422,133,6,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410423,106,-39,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410424,89,22,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410425,106,-6,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410426,83,-28,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410427,117,44,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410428,244,67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410429,150,17,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410430,244,56,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410501,94,44,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410502,83,33,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410503,156,22,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410504,200,11,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410505,200,78,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410506,211,17,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410507,217,94,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410508,194,100,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410509,211,61,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410510,161,61,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410511,172,33,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410512,156,17,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410513,128,33,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410514,167,22,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410515,244,67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410516,294,50,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410517,233,89,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410518,167,72,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410519,222,50,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410520,222,72,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410521,233,89,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410522,283,128,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410523,256,122,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410524,167,72,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410525,172,56,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410526,239,67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410527,133,106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410528,117,89,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410529,206,94,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410530,211,44,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410531,228,50,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410601,211,72,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410602,217,106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410603,244,67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410604,228,56,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410605,178,111,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410606,206,67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410607,272,39,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410608,322,156,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410609,211,133,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410610,172,122,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410611,183,67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410612,194,44,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410613,211,56,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410614,144,106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410615,144,106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410616,172,106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410617,250,117,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410618,233,106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410619,333,100,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410620,339,194,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410621,350,167,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410622,350,189,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410623,228,67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410624,211,44,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410625,228,78,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410626,328,78,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410627,361,189,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410628,361,194,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410629,311,150,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410630,222,133,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410701,217,133,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410702,367,144,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410703,256,106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410704,239,122,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410705,272,94,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410706,294,106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410707,294,133,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410708,278,167,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410709,267,144,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410710,278,144,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410711,272,128,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410712,250,150,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410713,256,144,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410714,250,111,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410715,239,94,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410716,222,128,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410717,194,139,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410718,250,156,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410719,239,172,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410720,256,117,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410721,278,111,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410722,267,94,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410723,294,150,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410724,322,156,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410725,317,189,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410726,289,183,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410727,272,128,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410728,222,156,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410729,289,106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410730,272,128,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410731,200,167,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410801,289,161,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410802,289,144,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410803,233,139,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410804,294,122,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410805,283,133,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410806,294,117,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410807,300,139,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410808,311,117,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410809,294,156,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410810,256,128,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410811,267,106,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410812,283,94,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410813,194,56,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410814,239,89,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410815,233,128,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410816,250,150,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410817,217,89,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410818,228,67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410819,167,67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410820,256,89,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410821,217,67,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410822,228,83,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410823,289,133,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410824,228,83,-9999
GHCND:USW00014764,PORTLAND INTERNATIONAL JETPORT ME US,19410825,239,117,-9999
